id;name;dev;adm;dip;mil;goods;trade_area;flag;country;religion;culture;cult_group;type;continent;large_region;region;area
171;Morbihan;12.0;4.0;4.0;4.0;Fish;Bordeaux;;Brittany;Catholic;Breton;French;Land;Europe;Western Europe;France;Brittany
172;Nantes;17.0;6.0;6.0;5.0;Salt;Bordeaux;Loire Estuary;Brittany;Catholic;Breton;French;Land;Europe;Western Europe;France;Brittany
173;Labourd;10.0;3.0;3.0;4.0;Wine;Bordeaux;;England;Catholic;Basque;Iberian;Land;Europe;Western Europe;Iberia;Vasconia
174;Bordeaux;21.0;8.0;8.0;5.0;Wine;Bordeaux;Gironde Estuary;England;Catholic;Gascon;French;Land;Europe;Western Europe;France;Gascony
175;Armagnac;15.0;5.0;5.0;5.0;Wool;Bordeaux;;France;Catholic;Gascon;French;Land;Europe;Western Europe;France;Gascony
176;Béarn;12.0;4.0;4.0;4.0;Wool;Bordeaux;;France;Catholic;Gascon;French;Land;Europe;Western Europe;France;Gascony
177;Maine;16.0;6.0;6.0;4.0;Cloth;Champagne;;England;Catholic;Francien;French;Land;Europe;Western Europe;France;Loire
178;Anjou;21.0;7.0;7.0;7.0;Cloth;Champagne;;Provence;Catholic;Francien;French;Land;Europe;Western Europe;France;Loire
179;Berry;19.0;7.0;7.0;5.0;Wine;Champagne;;France;Catholic;Francien;French;Land;Europe;Western Europe;France;Loire
180;Poitou;13.0;5.0;4.0;4.0;Livestock;Bordeaux;;France;Catholic;Francien;French;Land;Europe;Western Europe;France;Guyenne
181;Rethel;14.0;6.0;6.0;2.0;Cloth;Champagne;;Nevers;Catholic;Walloon;French;Land;Europe;Western Europe;Low Countries;Wallonia
182;Vermandois;14.0;5.0;5.0;4.0;Livestock;English Channel;;France;Catholic;Francien;French;Land;Europe;Western Europe;France;Picardy
183;Paris;32.0;11.0;11.0;10.0;Paper;Champagne;;France;Catholic;Francien;French;Land;Europe;Western Europe;France;Seine
184;Orleanais;23.0;8.0;8.0;7.0;Grain;Champagne;;France;Catholic;Francien;French;Land;Europe;Western Europe;France;Loire
185;Nemours;18.0;6.0;6.0;6.0;Paper;Champagne;;France;Catholic;Francien;French;Land;Europe;Western Europe;France;Seine
186;Champagne;22.0;8.0;8.0;6.0;Wine;Champagne;Inland Center of Trade;France;Catholic;Francien;French;Land;Europe;Western Europe;France;Seine
187;Barrois;15.0;5.0;5.0;5.0;Cloth;Champagne;;Provence;Catholic;Burgundian;French;Land;Europe;Western Europe;France;Lorraine
188;Metz;17.0;6.0;6.0;5.0;Glass;Champagne;;Lorraine;Catholic;Burgundian;French;Land;Europe;Western Europe;France;Lorraine
189;Lothringen;18.0;6.0;6.0;6.0;Iron;Champagne;;Lorraine;Catholic;Burgundian;French;Land;Europe;Western Europe;France;Lorraine
190;Bourbon;14.0;5.0;5.0;4.0;Iron;Bordeaux;;France;Catholic;Francien;French;Land;Europe;Western Europe;France;Massif Central
191;Nevers;16.0;6.0;6.0;4.0;Livestock;Champagne;;Nevers;Catholic;Burgundian;French;Land;Europe;Western Europe;France;Burgundy
192;Bourgogne;23.0;8.0;8.0;7.0;Wine;Champagne;;Burgundy;Catholic;Burgundian;French;Land;Europe;Western Europe;France;Burgundy
193;Franche-Comté;14.0;5.0;5.0;4.0;Salt;Champagne;;Burgundy;Catholic;Burgundian;French;Land;Europe;Western Europe;France;Burgundy
194;Bergerac;12.0;4.0;4.0;4.0;Wine;Bordeaux;;France;Catholic;Gascon;French;Land;Europe;Western Europe;France;Guyenne
195;Limousin;12.0;5.0;5.0;2.0;Livestock;Bordeaux;;France;Catholic;Gascon;French;Land;Europe;Western Europe;France;Massif Central
196;Toulouse;20.0;7.0;7.0;6.0;Wine;Genoa;;France;Catholic;Occitan;French;Land;Europe;Western Europe;France;Languedoc
197;Roussillon;12.0;4.0;4.0;4.0;Wine;Genoa;;Aragon;Catholic;Catalan;Iberian;Land;Europe;Western Europe;Iberia;Catalonia
198;Rouergue;10.0;4.0;4.0;2.0;Livestock;Bordeaux;;France;Catholic;Occitan;French;Land;Europe;Western Europe;France;Massif Central
199;Auvergne;11.0;4.0;4.0;3.0;Iron;Bordeaux;;France;Catholic;Occitan;French;Land;Europe;Western Europe;France;Massif Central
200;Languedoc;20.0;7.0;7.0;6.0;Cloth;Genoa;;France;Catholic;Occitan;French;Land;Europe;Western Europe;France;Languedoc
201;Provence;21.0;7.0;7.0;7.0;Wine;Genoa;Rhône Estuary;Provence;Catholic;Occitan;French;Land;Europe;Western Europe;France;Provence
202;Avignon;10.0;3.0;3.0;4.0;Cloth;Genoa;;The Papal State;Catholic;Occitan;French;Land;Europe;Western Europe;France;Provence
203;Lyonnais;23.0;8.0;8.0;7.0;Paper;Genoa;Inland Center of Trade;France;Catholic;Occitan;French;Land;Europe;Western Europe;France;Savoy
204;Dauphiné;15.0;5.0;5.0;5.0;Wool;Genoa;;France;Catholic;Occitan;French;Land;Europe;Western Europe;France;Savoy
205;Savoie;23.0;9.0;9.0;5.0;Cloth;Genoa;;Savoy;Catholic;Piedmontese;Latin;Land;Europe;Western Europe;France;Savoy
206;Galicia;9.0;3.0;3.0;3.0;Fish;Sevilla;;Castile;Catholic;Galician;Iberian;Land;Europe;Western Europe;Iberia;Asturias
207;Asturias;13.0;5.0;5.0;3.0;Livestock;Sevilla;;Castile;Catholic;Leonese;Iberian;Land;Europe;Western Europe;Iberia;Asturias
208;León;12.0;5.0;5.0;2.0;Livestock;Sevilla;;Castile;Catholic;Leonese;Iberian;Land;Europe;Western Europe;Iberia;Leon
209;Vizcaya;6.0;2.0;2.0;2.0;Iron;Bordeaux;;Castile;Catholic;Basque;Iberian;Land;Europe;Western Europe;Iberia;Vasconia
210;Navarra;7.0;3.0;2.0;2.0;Iron;Bordeaux;;Navarra;Catholic;Basque;Iberian;Land;Europe;Western Europe;Iberia;Vasconia
211;Pirineo;7.0;3.0;2.0;2.0;Wool;Genoa;;Aragon;Catholic;Aragonese;Iberian;Land;Europe;Western Europe;Iberia;Aragon
212;Girona;9.0;3.0;3.0;3.0;Fish;Genoa;;Aragon;Catholic;Catalan;Iberian;Land;Europe;Western Europe;Iberia;Catalonia
213;Barcelona;15.0;6.0;6.0;3.0;Glass;Genoa;;Aragon;Catholic;Catalan;Iberian;Land;Europe;Western Europe;Iberia;Catalonia
214;Zaragoza;17.0;6.0;6.0;5.0;Iron;Genoa;;Aragon;Catholic;Aragonese;Iberian;Land;Europe;Western Europe;Iberia;Aragon
215;Castilla La Vieja;10.0;5.0;3.0;2.0;Wool;Sevilla;;Castile;Catholic;Castilian;Iberian;Land;Europe;Western Europe;Iberia;Castille
216;Salamanca;19.0;6.0;6.0;7.0;Livestock;Sevilla;;Castile;Catholic;Leonese;Iberian;Land;Europe;Western Europe;Iberia;Leon
217;Madrid;17.0;6.0;6.0;5.0;Cloth;Sevilla;;Castile;Catholic;Castilian;Iberian;Land;Europe;Western Europe;Iberia;Castille
218;Badajoz;12.0;4.0;4.0;4.0;Livestock;Sevilla;;Castile;Catholic;Castilian;Iberian;Land;Europe;Western Europe;Iberia;Leon
219;Toledo;16.0;6.0;6.0;4.0;Iron;Sevilla;;Castile;Catholic;Castilian;Iberian;Land;Europe;Western Europe;Iberia;Toledo
220;València;14.0;6.0;5.0;3.0;Paper;Genoa;Coastal Center of Trade;Aragon;Catholic;Catalan;Iberian;Land;Europe;Western Europe;Iberia;Valencia
221;Murcia;14.0;5.0;4.0;5.0;Grain;Sevilla;;Castile;Catholic;Andalusian;Iberian;Land;Europe;Western Europe;Iberia;Toledo
222;Almería;6.0;2.0;2.0;2.0;Grain;Sevilla;;Granada;Sunni;Andalusian;Iberian;Land;Europe;Western Europe;Iberia;Upper Andalucia
223;Granada;15.0;6.0;6.0;3.0;Salt;Sevilla;;Granada;Sunni;Andalusian;Iberian;Land;Europe;Western Europe;Iberia;Upper Andalucia
224;Sevilla;18.0;7.0;7.0;4.0;Wine;Sevilla;Guadiana Estuary / Coastal Center of Trade;Castile;Catholic;Andalusian;Iberian;Land;Europe;Western Europe;Iberia;Lower Andalucia
225;Córdoba;10.0;4.0;4.0;2.0;Wool;Sevilla;;Castile;Catholic;Andalusian;Iberian;Land;Europe;Western Europe;Iberia;Lower Andalucia
226;Gibraltar;6.0;2.0;2.0;2.0;Fish;Sevilla;;Granada;Sunni;Andalusian;Iberian;Land;Europe;Western Europe;Iberia;Upper Andalucia
227;Lisboa;17.0;7.0;7.0;3.0;Fish;Sevilla;Tagus Estuary / Coastal Center of Trade;Portugal;Catholic;Portuguese;Iberian;Land;Europe;Western Europe;Iberia;Alentejo
228;Beira;13.0;5.0;5.0;3.0;Wine;Sevilla;;Portugal;Catholic;Portuguese;Iberian;Land;Europe;Western Europe;Iberia;Beiras
229;Beja;9.0;3.0;3.0;3.0;Livestock;Sevilla;;Portugal;Catholic;Portuguese;Iberian;Land;Europe;Western Europe;Iberia;Alentejo
230;Algarve;8.0;3.0;3.0;2.0;Fish;Sevilla;;Portugal;Catholic;Portuguese;Iberian;Land;Europe;Western Europe;Iberia;Alentejo
231;Porto;19.0;7.0;7.0;5.0;Wine;Sevilla;Douro Estuary;Portugal;Catholic;Portuguese;Iberian;Land;Europe;Western Europe;Iberia;Beiras
232;Bragança;12.0;5.0;5.0;2.0;Wine;Sevilla;;Portugal;Catholic;Portuguese;Iberian;Land;Europe;Western Europe;Iberia;Beiras
233;Cornwall;9.0;3.0;3.0;3.0;Copper;English Channel;;England;Catholic;Welsh;British;Land;Europe;Western Europe;Britain;Wessex
234;Hampshire;11.0;4.0;4.0;3.0;Fish;English Channel;;England;Catholic;English;British;Land;Europe;Western Europe;Britain;Wessex
235;Kent;13.0;5.0;6.0;2.0;Grain;English Channel;;England;Catholic;English;British;Land;Europe;Western Europe;Britain;Wessex
236;London;22.0;8.0;8.0;6.0;Cloth;English Channel;Thames Estuary / Coastal Center of Trade;England;Catholic;English;British;Land;Europe;Western Europe;Britain;East Anglia
237;Oxfordshire;14.0;6.0;5.0;3.0;Livestock;English Channel;;England;Catholic;English;British;Land;Europe;Western Europe;Britain;Mercia
238;Essex;19.0;7.0;8.0;4.0;Cloth;English Channel;;England;Catholic;English;British;Land;Europe;Western Europe;Britain;East Anglia
239;Gloucestershire;14.0;5.0;5.0;4.0;Iron;English Channel;;England;Catholic;English;British;Land;Europe;Western Europe;Britain;Mercia
240;Marches;11.0;4.0;4.0;3.0;Cloth;English Channel;;England;Catholic;English;British;Land;Europe;Western Europe;Britain;Wales
241;Glamorganshire;8.0;3.0;3.0;2.0;Iron;English Channel;;England;Catholic;Welsh;British;Land;Europe;Western Europe;Britain;Wales
242;Gwynedd;5.0;2.0;2.0;1.0;Livestock;English Channel;;England;Catholic;Welsh;British;Land;Europe;Western Europe;Britain;Wales
243;Lincolnshire;10.0;4.0;4.0;2.0;Cloth;English Channel;;England;Catholic;English;British;Land;Europe;Western Europe;Britain;Mercia
244;Lancashire;13.0;5.0;5.0;3.0;Wool;North Sea;;England;Catholic;English;British;Land;Europe;Western Europe;Britain;Northumbria
245;Yorkshire;16.0;6.0;7.0;3.0;Cloth;North Sea;;England;Catholic;English;British;Land;Europe;Western Europe;Britain;Northumbria
246;Northumberland;13.0;5.0;5.0;3.0;Cloth;North Sea;;England;Catholic;English;British;Land;Europe;Western Europe;Britain;Northumbria
247;Cumbria;5.0;2.0;2.0;1.0;Wool;North Sea;;England;Catholic;English;British;Land;Europe;Western Europe;Britain;Northumbria
248;Lothian;17.0;7.0;7.0;3.0;Livestock;North Sea;Coastal Center of Trade;Scotland;Catholic;Scottish;British;Land;Europe;Western Europe;Britain;Lowlands
249;Ayrshire;14.0;5.0;5.0;4.0;Iron;North Sea;;Scotland;Catholic;Scottish;British;Land;Europe;Western Europe;Britain;Lowlands
250;Fife;19.0;6.0;6.0;7.0;Livestock;North Sea;;Scotland;Catholic;Scottish;British;Land;Europe;Western Europe;Britain;Lowlands
251;Aberdeenshire;12.0;5.0;5.0;2.0;Fish;North Sea;;Scotland;Catholic;Highlander;Celtic;Land;Europe;Western Europe;Britain;Highlands
252;Inverness;11.0;3.0;4.0;4.0;Wool;North Sea;;Scotland;Catholic;Highlander;Celtic;Land;Europe;Western Europe;Britain;Highlands
253;Western Isles;3.0;1.0;1.0;1.0;Grain;North Sea;;Scotland;Catholic;Highlander;Celtic;Land;Europe;Western Europe;Britain;Highlands
254;Poznan;17.0;6.0;6.0;5.0;Salt;Krakow;;Poland;Catholic;Polish;West Slavic;Land;Europe;Eastern Europe;Poland;Wielkopolska
255;Kalisz;15.0;6.0;6.0;3.0;Cloth;Krakow;;Poland;Catholic;Polish;West Slavic;Land;Europe;Eastern Europe;Poland;Wielkopolska
256;Plock;6.0;2.0;2.0;2.0;Grain;Krakow;;Mazovia;Catholic;Polish;West Slavic;Land;Europe;Eastern Europe;Poland;Mazovia
257;Warszawa;12.0;5.0;5.0;2.0;Cloth;Krakow;;Mazovia;Catholic;Polish;West Slavic;Land;Europe;Eastern Europe;Poland;Mazovia
258;Sieradz;16.0;6.0;6.0;4.0;Grain;Krakow;;Poland;Catholic;Polish;West Slavic;Land;Europe;Eastern Europe;Poland;Wielkopolska
259;Sandomierz;14.0;6.0;6.0;2.0;Cloth;Krakow;;Poland;Catholic;Polish;West Slavic;Land;Europe;Eastern Europe;Poland;Malopolska
260;Lublin;16.0;6.0;6.0;4.0;Cloth;Krakow;Inland Center of Trade;Poland;Catholic;Polish;West Slavic;Land;Europe;Eastern Europe;Poland;Malopolska
261;Halicz;8.0;3.0;3.0;2.0;Grain;Krakow;;Poland;Orthodox;Ruthenian;East Slavic;Land;Europe;Eastern Europe;Poland;Red Ruthenia
262;Krakow;23.0;8.0;8.0;7.0;Salt;Krakow;Inland Center of Trade;Poland;Catholic;Polish;West Slavic;Land;Europe;Eastern Europe;Poland;Malopolska
263;Ratibor;8.0;3.0;3.0;2.0;Iron;Krakow;;Silesia;Catholic;Silesian;West Slavic;Land;Europe;Eastern Europe;Poland;Silesia
264;Breslau;13.0;5.0;5.0;3.0;Cloth;Krakow;;Silesia;Catholic;Silesian;West Slavic;Land;Europe;Eastern Europe;Poland;Silesia
265;Brno;8.0;3.0;3.0;2.0;Wine;Saxony;;Bohemia;Catholic;Czech;West Slavic;Land;Europe;Western Europe;North Germany;Bohemia
266;Prague;19.0;7.0;7.0;5.0;Cloth;Saxony;Inland Center of Trade;Bohemia;Catholic;Czech;West Slavic;Land;Europe;Western Europe;North Germany;Bohemia
267;Plzen;11.0;5.0;5.0;1.0;Naval supplies;Saxony;;Bohemia;Catholic;Czech;West Slavic;Land;Europe;Western Europe;North Germany;Erzgebirge
268;Moldavia;13.0;6.0;5.0;2.0;Livestock;Crimea;;Moldavia;Orthodox;Romanian;Carpathian;Land;Europe;Eastern Europe;Carpathia;Moldavia
269;Podlasie;13.0;5.0;5.0;3.0;Livestock;Krakow;;Lithuania;Catholic;Byelorussian;East Slavic;Land;Europe;Eastern Europe;Poland;Mazovia
270;Trakai;9.0;4.0;3.0;2.0;Livestock;Baltic Sea;;Lithuania;Catholic;Lithuanian;Baltic;Land;Europe;Eastern Europe;Baltic;Samogitia
271;Samogitia;9.0;3.0;3.0;3.0;Livestock;Baltic Sea;;Lithuania;Catholic;Lithuanian;Baltic;Land;Europe;Eastern Europe;Baltic;Samogitia
272;Vilna;16.0;6.0;6.0;4.0;Grain;Kiev;;Lithuania;Catholic;Lithuanian;Baltic;Land;Europe;Eastern Europe;Baltic;Vilna
273;Latgalia;5.0;2.0;2.0;1.0;Livestock;Baltic Sea;;Livonian Order;Catholic;Latvian;Baltic;Land;Europe;Eastern Europe;Baltic;Livonia
274;Pskov;14.0;5.0;5.0;4.0;Livestock;Novgorod;;Pskov;Orthodox;Novgorodian;East Slavic;Land;Europe;Eastern Europe;Russia;Pskov
275;Polotsk;9.0;4.0;4.0;1.0;Iron;Novgorod;;Lithuania;Orthodox;Byelorussian;East Slavic;Land;Europe;Eastern Europe;Russia;Pskov
276;Minsk;10.0;4.0;4.0;2.0;Naval supplies;Kiev;;Lithuania;Orthodox;Byelorussian;East Slavic;Land;Europe;Eastern Europe;Ruthenia;Minsk
277;Brest;8.0;3.0;3.0;2.0;Wool;Kiev;;Lithuania;Orthodox;Byelorussian;East Slavic;Land;Europe;Eastern Europe;Ruthenia;Pripyat
278;Pinsk;9.0;4.0;3.0;2.0;Wool;Kiev;;Lithuania;Orthodox;Byelorussian;East Slavic;Land;Europe;Eastern Europe;Ruthenia;Pripyat
279;Volhynia;10.0;4.0;4.0;2.0;Livestock;Kiev;;Lithuania;Orthodox;Ruthenian;East Slavic;Land;Europe;Eastern Europe;Ruthenia;Podolia Volhynia
280;Kiev;10.0;4.0;4.0;2.0;Grain;Kiev;Inland Center of Trade;Lithuania;Orthodox;Ruthenian;East Slavic;Land;Europe;Eastern Europe;Ruthenia;West Dniepr
281;Podolia;9.0;3.0;3.0;3.0;Livestock;Kiev;;Poland;Orthodox;Ruthenian;East Slavic;Land;Europe;Eastern Europe;Ruthenia;Podolia Volhynia
282;Yedisan;5.0;2.0;2.0;1.0;Livestock;Crimea;Dnestr Estuary;Lithuania;Orthodox;Ruthenian;East Slavic;Land;Europe;Eastern Europe;Pontic Steppe;Yedisan
283;Zaporozhia;4.0;1.0;1.0;2.0;Livestock;Crimea;;Lithuania;Orthodox;Ruthenian;East Slavic;Land;Europe;Eastern Europe;Pontic Steppe;Zaporizhia
284;Crimea;18.0;6.0;6.0;6.0;Salt;Crimea;;Crimea;Sunni;Crimean;Tatar;Land;Europe;Eastern Europe;Pontic Steppe;Crimea
285;Caffa;10.0;4.0;4.0;2.0;Wine;Crimea;Coastal Center of Trade;Genoa;Orthodox;Pontic;Byzantine;Land;Europe;Eastern Europe;Pontic Steppe;Crimea
286;Azov;9.0;3.0;3.0;3.0;Slaves;Crimea;Don Estuary;Genoa;Sunni;Crimean;Tatar;Land;Europe;Eastern Europe;Pontic Steppe;Azov
287;Kuban;9.0;3.0;3.0;3.0;Livestock;Crimea;;Crimea;Sunni;Crimean;Tatar;Land;Europe;Eastern Europe;Pontic Steppe;Azov
288;Lower Don;8.0;3.0;3.0;2.0;Livestock;Astrakhan;;Great Horde;Sunni;Mishar;Tatar;Land;Europe;Eastern Europe;Pontic Steppe;Lower Don
289;Chernigov;5.0;2.0;2.0;1.0;Iron;Kiev;;Lithuania;Orthodox;Ryazanian;East Slavic;Land;Europe;Eastern Europe;Ruthenia;East Dniepr
290;Poltava;5.0;2.0;2.0;1.0;Grain;Kiev;;Lithuania;Orthodox;Ruthenian;East Slavic;Land;Europe;Eastern Europe;Ruthenia;East Dniepr
291;Kharkov;5.0;2.0;2.0;1.0;Iron;Kiev;;Lithuania;Orthodox;Ruthenian;East Slavic;Land;Europe;Eastern Europe;Ruthenia;Sloboda Ukraine
292;Mogilev;5.0;2.0;2.0;1.0;Wool;Kiev;;Lithuania;Orthodox;Byelorussian;East Slavic;Land;Europe;Eastern Europe;Ruthenia;White Ruthenia
293;Smolensk;9.0;4.0;4.0;1.0;Grain;Kiev;Inland Center of Trade;Lithuania;Orthodox;Ryazanian;East Slavic;Land;Europe;Eastern Europe;Ruthenia;Smolensk
294;Tver;11.0;4.0;4.0;3.0;Grain;Novgorod;;Tver;Orthodox;Muscovite;East Slavic;Land;Europe;Eastern Europe;Russia;Tver
295;Moskva;17.0;6.0;6.0;5.0;Iron;Novgorod;Inland Center of Trade;Muscovy;Orthodox;Muscovite;East Slavic;Land;Europe;Eastern Europe;Russia;Moscow
296;Kaluga;8.0;3.0;3.0;2.0;Grain;Kiev;;Muscovy;Orthodox;Muscovite;East Slavic;Land;Europe;Eastern Europe;Russia;Oka
297;Bryansk;5.0;2.0;2.0;1.0;Grain;Kiev;;Lithuania;Orthodox;Ryazanian;East Slavic;Land;Europe;Eastern Europe;Ruthenia;Smolensk
298;Kursk;4.0;2.0;1.0;1.0;Grain;Kiev;;Lithuania;Orthodox;Ryazanian;East Slavic;Land;Europe;Eastern Europe;Ruthenia;Sloboda Ukraine
299;Voronezh;8.0;3.0;3.0;2.0;Livestock;Kiev;;Great Horde;Sunni;Mishar;Tatar;Land;Europe;Eastern Europe;Ruthenia;Sloboda Ukraine
300;Tula;8.0;3.0;3.0;2.0;Iron;Kiev;;Ryazan;Orthodox;Ryazanian;East Slavic;Land;Europe;Eastern Europe;Russia;Oka
301;Ryazan;13.0;5.0;5.0;3.0;Wool;Novgorod;;Ryazan;Orthodox;Ryazanian;East Slavic;Land;Europe;Eastern Europe;Russia;Ryazan
302;Tambov;9.0;3.0;3.0;3.0;Iron;Astrakhan;;Great Horde;Sunni;Mishar;Tatar;Land;Europe;Eastern Europe;Russia;Tambov
303;Saratov;12.0;4.0;4.0;4.0;Livestock;Astrakhan;;Great Horde;Sunni;Mishar;Tatar;Land;Europe;Eastern Europe;Ural;Saratov
304;Penza;8.0;3.0;3.0;2.0;Livestock;Astrakhan;;Kazan;Sunni;Kazani;Tatar;Land;Europe;Eastern Europe;Russia;Tambov
305;Perm;11.0;4.0;4.0;3.0;Copper;Kazan;;Kazan;Tengri;Uralic;Ugric;Land;Europe;Eastern Europe;Ural;Kama
306;Nizhny Novgorod;13.0;5.0;5.0;3.0;Copper;Kazan;Inland Center of Trade;Muscovy;Orthodox;Muscovite;East Slavic;Land;Europe;Eastern Europe;Ural;Galich
307;Vladimir;11.0;4.0;4.0;3.0;Iron;Novgorod;;Muscovy;Orthodox;Muscovite;East Slavic;Land;Europe;Eastern Europe;Russia;Vladimir
308;Yaroslavl;11.0;4.0;4.0;3.0;Livestock;Novgorod;;Yaroslavl;Orthodox;Muscovite;East Slavic;Land;Europe;Eastern Europe;Russia;Yarloslavl
309;Olonets;8.0;3.0;3.0;2.0;Fur;Novgorod;;Novgorod;Orthodox;Karelian;East Slavic;Land;Europe;Eastern Europe;Russia;North Karelia
310;Novgorod;20.0;7.0;7.0;6.0;Fur;Novgorod;Inland Center of Trade;Novgorod;Orthodox;Novgorodian;East Slavic;Land;Europe;Eastern Europe;Russia;Novgorod
311;Kholm;6.0;2.0;2.0;2.0;Naval supplies;Novgorod;;Novgorod;Orthodox;Novgorodian;East Slavic;Land;Europe;Eastern Europe;Russia;Novgorod
312;Beloozero;7.0;2.0;3.0;2.0;Naval supplies;Novgorod;;Beloozero;Orthodox;Novgorodian;East Slavic;Land;Europe;Eastern Europe;Russia;Beloozero
313;Soroka;4.0;1.0;2.0;1.0;Fur;White Sea;;Novgorod;Orthodox;Novgorodian;East Slavic;Land;Europe;Eastern Europe;Russia;Pomorye
314;Vologda;8.0;3.0;3.0;2.0;Iron;White Sea;;Muscovy;Orthodox;Muscovite;East Slavic;Land;Europe;Eastern Europe;Russia;Vologda
315;Finnmark;3.0;1.0;1.0;1.0;Fish;White Sea;;Norway;Catholic;Sami;Nordic;Land;Europe;Western Europe;Scandinavia;Laponia
316;Kocaeli;9.0;3.0;3.0;3.0;Grain;Constantinople;;Ottomans;Sunni;Turkish;Levantine;Land;Europe;Near East;Anatolia;Hüdavendigar
317;Hüdavendigar;12.0;5.0;5.0;2.0;Silk;Constantinople;Coastal Center of Trade;Ottomans;Sunni;Turkish;Levantine;Land;Europe;Near East;Anatolia;Hüdavendigar
318;Sugla;10.0;4.0;4.0;2.0;Cotton;Constantinople;Coastal Center of Trade;Ottomans;Sunni;Turkish;Levantine;Land;Europe;Near East;Anatolia;Aydin
319;Mentese;9.0;3.0;3.0;3.0;Salt;Constantinople;;Ottomans;Sunni;Turkish;Levantine;Land;Europe;Near East;Anatolia;Aydin
320;Rhodes;11.0;4.0;4.0;3.0;Fish;Constantinople;;The Knights;Orthodox;Greek;Byzantine;Land;Europe;Near East;Anatolia;Aegean Archipelago
321;Cyprus;15.0;6.0;6.0;3.0;Wine;Aleppo;;Cyprus;Orthodox;Greek;Byzantine;Land;Europe;Near East;Anatolia;Chukoruva
322;Kütahya;8.0;3.0;3.0;2.0;Cloth;Constantinople;;Ottomans;Sunni;Turkish;Levantine;Land;Europe;Near East;Anatolia;Germiyan
323;Konya;9.0;3.0;3.0;3.0;Salt;Aleppo;;Karaman;Sunni;Turkish;Levantine;Land;Europe;Near East;Anatolia;Karaman
324;Karaman;14.0;5.0;5.0;4.0;Livestock;Aleppo;;Karaman;Sunni;Turkish;Levantine;Land;Europe;Near East;Anatolia;Karaman
325;Kastamonu;10.0;3.0;5.0;2.0;Copper;Constantinople;;Candar;Sunni;Turkish;Levantine;Land;Europe;Near East;Anatolia;Karadeniz
326;Ankara;9.0;3.0;3.0;3.0;Cloth;Constantinople;;Ottomans;Sunni;Turkish;Levantine;Land;Europe;Near East;Anatolia;Ankara
327;Adana;10.0;3.0;3.0;4.0;Cotton;Aleppo;;Ramazan;Sunni;Turkish;Levantine;Land;Europe;Near East;Anatolia;Chukoruva
328;Sinop;8.0;3.0;3.0;2.0;Naval supplies;Constantinople;Coastal Center of Trade;Candar;Sunni;Turkish;Levantine;Land;Europe;Near East;Anatolia;Karadeniz
329;Sivas;9.0;3.0;3.0;3.0;Livestock;Constantinople;;Ottomans;Shia;Turkish;Levantine;Land;Europe;Near East;Anatolia;Rum
330;Trebizond;12.0;4.0;4.0;4.0;Naval supplies;Crimea;;Trebizond;Orthodox;Pontic;Byzantine;Land;Europe;Near East;Anatolia;Erzurum
331;Erzurum;12.0;4.0;4.0;4.0;Livestock;Crimea;;Aq Qoyunlu;Coptic;Armenian;Caucasian;Land;Europe;Near East;Anatolia;Erzurum
332;Marash;6.0;2.0;2.0;2.0;Wool;Aleppo;;Dulkadir;Sunni;Turkish;Levantine;Land;Europe;Near East;Anatolia;Dulkadir
333;The Baleares;5.0;2.0;2.0;1.0;Fish;Genoa;;Aragon;Catholic;Catalan;Iberian;Land;Europe;Western Europe;Iberia;Valencia
334;Tangiers;7.0;3.0;3.0;1.0;Cloth;Sevilla;Coastal Center of Trade;Morocco;Sunni;Moroccan;Maghrebi;Land;Africa;Africa;Maghreb;North Morocco
335;Melilla;7.0;3.0;3.0;1.0;Fish;Sevilla;;Morocco;Sunni;Berber;Maghrebi;Land;Africa;Africa;Maghreb;North Morocco
336;Tlemcen;13.0;5.0;5.0;3.0;Cloth;Safi;Coastal Center of Trade;Tlemcen;Sunni;Berber;Maghrebi;Land;Africa;Africa;Maghreb;Algiers
337;Oran;7.0;3.0;3.0;1.0;Cloth;Safi;;Tlemcen;Sunni;Algerian;Maghrebi;Land;Africa;Africa;Maghreb;Algiers
338;Mitidja;13.0;5.0;5.0;3.0;Grain;Safi;;Tunis;Sunni;Algerian;Maghrebi;Land;Africa;Africa;Maghreb;Algiers
339;Kabylia;8.0;3.0;3.0;2.0;Iron;Tunis;;Tunis;Sunni;Berber;Maghrebi;Land;Africa;Africa;Maghreb;Kabylia
340;Constantine;8.0;3.0;3.0;2.0;Grain;Tunis;;Tunis;Sunni;Berber;Maghrebi;Land;Africa;Africa;Maghreb;Kabylia
341;Tunis;14.0;6.0;6.0;2.0;Cloth;Tunis;Coastal Center of Trade;Tunis;Sunni;Tunisian;Maghrebi;Land;Africa;Africa;Maghreb;Tunisia
342;Gharb;10.0;4.0;4.0;2.0;Grain;Safi;;Morocco;Sunni;Moroccan;Maghrebi;Land;Africa;Africa;Maghreb;Gharb
343;Fez;13.0;5.0;5.0;3.0;Cloth;Safi;;Morocco;Sunni;Moroccan;Maghrebi;Land;Africa;Africa;Maghreb;Central Morocco
344;Marrakech;12.0;5.0;5.0;2.0;Sugar;Safi;;Morocco;Sunni;Moroccan;Maghrebi;Land;Africa;Africa;Maghreb;Central Morocco
345;Abda;3.0;1.0;1.0;1.0;Sugar;Safi;;Morocco;Sunni;Moroccan;Maghrebi;Land;Africa;Africa;Maghreb;Gharb
